,Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
4875,413,3,19.3,85,1.6,345,Summer,No Holiday,Yes,22,6,2018
4876,268,4,19.1,86,1.4,322,Summer,No Holiday,Yes,22,6,2018
4877,336,5,18.6,85,1.0,384,Summer,No Holiday,Yes,22,6,2018
4878,710,6,18.2,83,0.6,448,Summer,No Holiday,Yes,22,6,2018
4879,1529,7,18.8,66,1.1,814,Summer,No Holiday,Yes,22,6,2018
4880,2283,8,21.9,58,1.2,771,Summer,No Holiday,Yes,22,6,2018
4881,1284,9,24.2,47,1.2,822,Summer,No Holiday,Yes,22,6,2018
4882,902,10,26.3,34,0.9,1792,Summer,No Holiday,Yes,22,6,2018
4883,1020,11,28.1,35,1.3,1608,Summer,No Holiday,Yes,22,6,2018
4884,1116,12,29.8,28,1.3,1777,Summer,No Holiday,Yes,22,6,2018
4885,1073,13,30.6,26,1.2,1792,Summer,No Holiday,Yes,22,6,2018
4886,1087,14,31.6,25,2.3,1780,Summer,No Holiday,Yes,22,6,2018
4887,1203,15,31.9,23,1.8,1977,Summer,No Holiday,Yes,22,6,2018
4888,1466,16,30.8,31,3.8,1246,Summer,No Holiday,Yes,22,6,2018
4889,2146,17,30.4,28,2.9,1834,Summer,No Holiday,Yes,22,6,2018
4890,3365,18,29.3,27,3.4,1977,Summer,No Holiday,Yes,22,6,2018
4891,2732,19,27.1,32,3.5,2000,Summer,No Holiday,Yes,22,6,2018
4892,2493,20,25.4,31,2.5,2000,Summer,No Holiday,Yes,22,6,2018
4893,2251,21,24.2,32,1.5,2000,Summer,No Holiday,Yes,22,6,2018
4894,2103,22,23.3,32,1.1,2000,Summer,No Holiday,Yes,22,6,2018
4895,1648,23,22.9,34,1.1,1810,Summer,No Holiday,Yes,22,6,2018
4896,1322,0,22.7,36,1.5,2000,Summer,No Holiday,Yes,23,6,2018
4897,1073,1,22.5,39,1.1,2000,Summer,No Holiday,Yes,23,6,2018
4898,818,2,22.3,37,1.8,2000,Summer,No Holiday,Yes,23,6,2018
4899,540,3,22.0,42,0.2,1891,Summer,No Holiday,Yes,23,6,2018
4900,375,4,21.6,47,0.4,1985,Summer,No Holiday,Yes,23,6,2018
4901,339,5,21.1,48,0.3,2000,Summer,No Holiday,Yes,23,6,2018
4902,417,6,21.0,48,0.6,2000,Summer,No Holiday,Yes,23,6,2018
4903,622,7,21.3,44,0.5,1911,Summer,No Holiday,Yes,23,6,2018
4904,934,8,22.6,42,0.7,1887,Summer,No Holiday,Yes,23,6,2018
4905,1072,9,24.3,37,1.1,1939,Summer,No Holiday,Yes,23,6,2018
4906,1064,10,25.8,35,1.5,1900,Summer,No Holiday,Yes,23,6,2018
4907,1229,11,27.5,31,1.9,1841,Summer,No Holiday,Yes,23,6,2018
4908,1374,12,28.4,31,2.7,1849,Summer,No Holiday,Yes,23,6,2018
4909,1483,13,27.9,41,3.9,1649,Summer,No Holiday,Yes,23,6,2018
4910,1445,14,28.0,46,3.6,1401,Summer,No Holiday,Yes,23,6,2018
4911,1589,15,28.4,43,3.1,1337,Summer,No Holiday,Yes,23,6,2018
4912,1837,16,28.3,48,3.1,1232,Summer,No Holiday,Yes,23,6,2018
4913,2101,17,28.1,49,3.2,1117,Summer,No Holiday,Yes,23,6,2018
4914,2256,18,26.3,55,3.2,1119,Summer,No Holiday,Yes,23,6,2018
4915,2288,19,25.7,59,2.8,1083,Summer,No Holiday,Yes,23,6,2018
4916,2262,20,24.6,65,2.1,1018,Summer,No Holiday,Yes,23,6,2018
4917,2175,21,23.8,68,2.2,694,Summer,No Holiday,Yes,23,6,2018
4918,1932,22,23.0,74,2.4,473,Summer,No Holiday,Yes,23,6,2018
4919,1402,23,22.5,77,2.7,396,Summer,No Holiday,Yes,23,6,2018
4920,849,0,22.0,81,1.6,374,Summer,No Holiday,Yes,24,6,2018
4921,545,1,21.5,83,1.3,345,Summer,No Holiday,Yes,24,6,2018
4922,1254,2,20.9,87,1.8,222,Summer,No Holiday,Yes,24,6,2018
4923,644,3,20.6,91,0.8,194,Summer,No Holiday,Yes,24,6,2018
4924,286,4,20.5,90,0.8,223,Summer,No Holiday,Yes,24,6,2018
4925,235,5,20.3,87,1.0,251,Summer,No Holiday,Yes,24,6,2018
4926,258,6,20.2,87,2.0,255,Summer,No Holiday,Yes,24,6,2018
4927,369,7,20.5,82,0.8,338,Summer,No Holiday,Yes,24,6,2018
4928,561,8,21.3,78,0.7,351,Summer,No Holiday,Yes,24,6,2018
4929,734,9,23.1,68,1.9,482,Summer,No Holiday,Yes,24,6,2018
4930,763,10,25.0,60,1.5,570,Summer,No Holiday,Yes,24,6,2018
4931,870,11,27.1,52,2.1,557,Summer,No Holiday,Yes,24,6,2018
4932,1042,12,28.9,40,2.3,809,Summer,No Holiday,Yes,24,6,2018
4933,1062,13,30.6,31,2.7,1240,Summer,No Holiday,Yes,24,6,2018
4934,1064,14,31.6,34,2.9,1050,Summer,No Holiday,Yes,24,6,2018
4935,1213,15,31.8,31,3.4,1400,Summer,No Holiday,Yes,24,6,2018
4936,1471,16,31.3,32,3.2,1427,Summer,No Holiday,Yes,24,6,2018
4937,1754,17,30.9,34,2.5,1640,Summer,No Holiday,Yes,24,6,2018
4938,2094,18,29.8,35,3.3,1805,Summer,No Holiday,Yes,24,6,2018
4939,2290,19,27.8,41,2.7,1990,Summer,No Holiday,Yes,24,6,2018
4940,2387,20,26.1,49,1.9,1960,Summer,No Holiday,Yes,24,6,2018
4941,2153,21,24.5,71,1.7,1295,Summer,No Holiday,Yes,24,6,2018
4942,1801,22,23.9,72,0.8,1098,Summer,No Holiday,Yes,24,6,2018
4943,1329,23,23.3,75,2.0,890,Summer,No Holiday,Yes,24,6,2018
4944,962,0,22.9,79,0.6,715,Summer,No Holiday,Yes,25,6,2018
4945,585,1,22.5,80,1.1,619,Summer,No Holiday,Yes,25,6,2018
4946,424,2,22.3,80,0.8,709,Summer,No Holiday,Yes,25,6,2018
4947,264,3,22.0,83,0.5,684,Summer,No Holiday,Yes,25,6,2018
4948,199,4,21.8,82,0.7,702,Summer,No Holiday,Yes,25,6,2018
4949,338,5,21.5,84,0.3,569,Summer,No Holiday,Yes,25,6,2018
4950,785,6,21.3,81,0.7,604,Summer,No Holiday,Yes,25,6,2018
4951,1620,7,22.1,74,0.3,830,Summer,No Holiday,Yes,25,6,2018
4952,2331,8,23.8,66,0.9,960,Summer,No Holiday,Yes,25,6,2018
4953,1293,9,25.4,61,1.0,1079,Summer,No Holiday,Yes,25,6,2018
4954,878,10,26.4,55,0.9,901,Summer,No Holiday,Yes,25,6,2018
4955,968,11,27.8,46,1.3,912,Summer,No Holiday,Yes,25,6,2018
4956,1039,12,29.8,42,2.1,1220,Summer,No Holiday,Yes,25,6,2018
4957,1073,13,31.2,36,2.0,1022,Summer,No Holiday,Yes,25,6,2018
4958,1016,14,32.3,35,1.8,982,Summer,No Holiday,Yes,25,6,2018
4959,1184,15,32.7,31,1.7,1243,Summer,No Holiday,Yes,25,6,2018
4960,1407,16,32.2,39,2.8,928,Summer,No Holiday,Yes,25,6,2018
4961,2008,17,31.5,42,2.3,990,Summer,No Holiday,Yes,25,6,2018
4962,3238,18,30.7,43,1.6,931,Summer,No Holiday,Yes,25,6,2018
4963,2779,19,29.8,45,1.5,956,Summer,No Holiday,Yes,25,6,2018
4964,2456,20,28.8,54,1.1,964,Summer,No Holiday,Yes,25,6,2018
4965,2372,21,27.9,55,0.5,1083,Summer,No Holiday,Yes,25,6,2018
4966,2046,22,27.4,55,0.3,1001,Summer,No Holiday,Yes,25,6,2018
4967,1437,23,27.2,55,0.7,920,Summer,No Holiday,Yes,25,6,2018
4968,1052,0,26.9,61,1.5,805,Summer,No Holiday,Yes,26,6,2018
4969,783,1,26.7,50,1.8,884,Summer,No Holiday,Yes,26,6,2018
4970,524,2,26.1,51,1.7,760,Summer,No Holiday,Yes,26,6,2018
4971,353,3,25.4,50,1.1,870,Summer,No Holiday,Yes,26,6,2018
4972,143,4,24.7,49,1.0,1293,Summer,No Holiday,Yes,26,6,2018
4973,45,5,23.7,64,0.9,876,Summer,No Holiday,Yes,26,6,2018
4974,37,6,22.5,83,0.8,537,Summer,No Holiday,Yes,26,6,2018
4975,49,7,21.2,87,0.8,376,Summer,No Holiday,Yes,26,6,2018
4976,53,8,20.8,94,1.0,159,Summer,No Holiday,Yes,26,6,2018
4977,19,9,20.3,96,1.1,143,Summer,No Holiday,Yes,26,6,2018
4978,9,10,20.3,97,1.0,103,Summer,No Holiday,Yes,26,6,2018
4979,11,11,20.4,97,1.4,129,Summer,No Holiday,Yes,26,6,2018
4980,10,12,20.5,97,1.8,257,Summer,No Holiday,Yes,26,6,2018
4981,24,13,20.5,97,1.2,338,Summer,No Holiday,Yes,26,6,2018
4982,26,14,21.0,97,0.7,381,Summer,No Holiday,Yes,26,6,2018
4983,65,15,21.5,97,0.6,311,Summer,No Holiday,Yes,26,6,2018
4984,56,16,23.3,96,3.4,441,Summer,No Holiday,Yes,26,6,2018
4985,113,17,24.0,95,5.0,362,Summer,No Holiday,Yes,26,6,2018
4986,156,18,24.1,95,4.4,261,Summer,No Holiday,Yes,26,6,2018
4987,203,19,24.2,94,4.7,242,Summer,No Holiday,Yes,26,6,2018
4988,199,20,24.1,94,4.5,214,Summer,No Holiday,Yes,26,6,2018
4989,275,21,23.5,94,4.6,227,Summer,No Holiday,Yes,26,6,2018
4990,443,22,22.4,95,4.1,222,Summer,No Holiday,Yes,26,6,2018
4991,552,23,21.6,89,4.3,698,Summer,No Holiday,Yes,26,6,2018
4992,513,0,20.5,94,3.7,896,Summer,No Holiday,Yes,27,6,2018
4993,254,1,20.0,96,3.0,182,Summer,No Holiday,Yes,27,6,2018
4994,164,2,19.6,97,2.6,201,Summer,No Holiday,Yes,27,6,2018
4995,152,3,19.4,97,2.9,282,Summer,No Holiday,Yes,27,6,2018
4996,110,4,19.2,97,1.0,217,Summer,No Holiday,Yes,27,6,2018
4997,162,5,19.1,97,1.2,402,Summer,No Holiday,Yes,27,6,2018
4998,417,6,19.2,97,1.5,157,Summer,No Holiday,Yes,27,6,2018
4999,1084,7,19.3,98,1.0,188,Summer,No Holiday,Yes,27,6,2018
5000,1995,8,19.7,97,1.5,200,Summer,No Holiday,Yes,27,6,2018
5001,1238,9,20.0,96,1.6,287,Summer,No Holiday,Yes,27,6,2018
5002,862,10,21.4,85,1.1,596,Summer,No Holiday,Yes,27,6,2018
5003,1015,11,23.4,73,1.3,827,Summer,No Holiday,Yes,27,6,2018
5004,1145,12,24.1,73,2.2,992,Summer,No Holiday,Yes,27,6,2018
5005,1234,13,24.9,69,2.2,850,Summer,No Holiday,Yes,27,6,2018
5006,1243,14,24.7,72,2.9,720,Summer,No Holiday,Yes,27,6,2018
5007,1362,15,25.5,68,2.4,638,Summer,No Holiday,Yes,27,6,2018
5008,1618,16,25.0,74,2.2,578,Summer,No Holiday,Yes,27,6,2018
5009,2115,17,25.1,70,2.2,796,Summer,No Holiday,Yes,27,6,2018
5010,3172,18,25.0,69,1.5,1125,Summer,No Holiday,Yes,27,6,2018
5011,2487,19,24.9,70,1.8,1131,Summer,No Holiday,Yes,27,6,2018
5012,2274,20,24.2,72,1.4,833,Summer,No Holiday,Yes,27,6,2018
5013,2200,21,23.3,71,1.3,1145,Summer,No Holiday,Yes,27,6,2018
5014,1959,22,22.7,77,2.0,1099,Summer,No Holiday,Yes,27,6,2018
5015,980,23,22.3,83,2.6,490,Summer,No Holiday,Yes,27,6,2018
5016,561,0,22.2,84,1.1,482,Summer,No Holiday,Yes,28,6,2018
5017,1068,1,22.2,84,0.3,610,Summer,No Holiday,Yes,28,6,2018
5018,652,2,22.4,84,0.6,667,Summer,No Holiday,Yes,28,6,2018
5019,344,3,22.4,86,0.6,618,Summer,No Holiday,Yes,28,6,2018
5020,233,4,22.3,88,0.9,298,Summer,No Holiday,Yes,28,6,2018
5021,266,5,22.1,93,0.4,333,Summer,No Holiday,Yes,28,6,2018
5022,594,6,22.0,90,0.4,373,Summer,No Holiday,Yes,28,6,2018
5023,1391,7,22.7,81,0.4,866,Summer,No Holiday,Yes,28,6,2018
5024,2288,8,24.2,73,1.0,1581,Summer,No Holiday,Yes,28,6,2018
5025,1246,9,24.8,75,1.1,1418,Summer,No Holiday,Yes,28,6,2018
5026,826,10,25.3,70,0.6,1386,Summer,No Holiday,Yes,28,6,2018
5027,938,11,26.5,64,1.8,1806,Summer,No Holiday,Yes,28,6,2018
5028,1158,12,27.0,68,2.0,1863,Summer,No Holiday,Yes,28,6,2018
5029,1040,13,27.2,68,1.8,1575,Summer,No Holiday,Yes,28,6,2018
5030,1030,14,27.1,72,3.0,1126,Summer,No Holiday,Yes,28,6,2018
5031,1209,15,26.4,76,3.7,1370,Summer,No Holiday,Yes,28,6,2018
5032,766,16,25.2,81,3.6,961,Summer,No Holiday,Yes,28,6,2018
5033,65,17,22.2,92,1.2,254,Summer,No Holiday,Yes,28,6,2018
5034,596,18,20.6,97,0.7,222,Summer,No Holiday,Yes,28,6,2018
5035,944,19,20.9,97,1.0,1747,Summer,No Holiday,Yes,28,6,2018
5036,1039,20,21.0,96,0.1,1431,Summer,No Holiday,Yes,28,6,2018
5037,1223,21,21.3,94,0.3,1314,Summer,No Holiday,Yes,28,6,2018
5038,1239,22,21.6,94,1.1,766,Summer,No Holiday,Yes,28,6,2018
5039,931,23,21.7,96,0.3,293,Summer,No Holiday,Yes,28,6,2018
5040,470,0,21.9,95,1.9,357,Summer,No Holiday,Yes,29,6,2018
5041,460,1,22.0,96,0.1,387,Summer,No Holiday,Yes,29,6,2018
5042,345,2,22.2,96,0.8,269,Summer,No Holiday,Yes,29,6,2018
5043,227,3,22.3,96,1.2,290,Summer,No Holiday,Yes,29,6,2018
5044,123,4,22.3,96,0.0,278,Summer,No Holiday,Yes,29,6,2018
5045,133,5,22.1,97,0.5,152,Summer,No Holiday,Yes,29,6,2018
5046,308,6,21.9,97,0.2,190,Summer,No Holiday,Yes,29,6,2018
5047,883,7,22.0,97,0.9,269,Summer,No Holiday,Yes,29,6,2018
5048,2028,8,22.2,95,1.6,389,Summer,No Holiday,Yes,29,6,2018
5049,1195,9,22.9,86,1.7,538,Summer,No Holiday,Yes,29,6,2018
5050,913,10,24.4,76,2.1,617,Summer,No Holiday,Yes,29,6,2018
5051,956,11,24.8,74,1.8,644,Summer,No Holiday,Yes,29,6,2018
5052,1168,12,26.1,67,2.2,758,Summer,No Holiday,Yes,29,6,2018
5053,1117,13,26.8,65,2.0,732,Summer,No Holiday,Yes,29,6,2018
5054,1175,14,27.8,57,2.1,760,Summer,No Holiday,Yes,29,6,2018
5055,1209,15,28.4,63,2.8,742,Summer,No Holiday,Yes,29,6,2018
5056,1554,16,29.0,57,2.3,987,Summer,No Holiday,Yes,29,6,2018
5057,2099,17,28.5,60,2.6,1014,Summer,No Holiday,Yes,29,6,2018
5058,3113,18,28.1,60,1.9,959,Summer,No Holiday,Yes,29,6,2018
5059,2602,19,27.1,64,1.1,829,Summer,No Holiday,Yes,29,6,2018
5060,2339,20,26.2,70,1.5,792,Summer,No Holiday,Yes,29,6,2018
5061,2225,21,25.2,75,1.4,644,Summer,No Holiday,Yes,29,6,2018
5062,2103,22,24.2,80,1.3,500,Summer,No Holiday,Yes,29,6,2018
5063,1552,23,23.5,83,1.4,436,Summer,No Holiday,Yes,29,6,2018
5064,1275,0,23.0,84,1.9,375,Summer,No Holiday,Yes,30,6,2018
5065,1070,1,22.6,85,0.3,323,Summer,No Holiday,Yes,30,6,2018
5066,859,2,22.2,88,1.0,295,Summer,No Holiday,Yes,30,6,2018
5067,625,3,21.9,88,0.9,274,Summer,No Holiday,Yes,30,6,2018
5068,382,4,21.7,93,0.1,244,Summer,No Holiday,Yes,30,6,2018
5069,247,5,21.7,88,0.6,289,Summer,No Holiday,Yes,30,6,2018
5070,310,6,22.1,85,0.5,303,Summer,No Holiday,Yes,30,6,2018
5071,468,7,22.5,86,0.6,299,Summer,No Holiday,Yes,30,6,2018
5072,825,8,23.4,81,0.5,313,Summer,No Holiday,Yes,30,6,2018
5073,862,9,24.2,81,0.9,295,Summer,No Holiday,Yes,30,6,2018
5074,933,10,25.1,73,0.9,358,Summer,No Holiday,Yes,30,6,2018
5075,871,11,26.4,71,1.0,430,Summer,No Holiday,Yes,30,6,2018
5076,858,12,25.2,94,2.8,166,Summer,No Holiday,Yes,30,6,2018
5077,1144,13,25.6,87,1.7,390,Summer,No Holiday,Yes,30,6,2018
5078,1235,14,27.5,69,0.5,736,Summer,No Holiday,Yes,30,6,2018
5079,1311,15,27.8,71,0.9,733,Summer,No Holiday,Yes,30,6,2018
5080,1317,16,27.9,69,0.5,880,Summer,No Holiday,Yes,30,6,2018
5081,1291,17,27.4,75,2.3,616,Summer,No Holiday,Yes,30,6,2018
5082,306,18,27.5,79,0.5,1237,Summer,No Holiday,Yes,30,6,2018
5083,481,19,24.3,95,0.5,958,Summer,No Holiday,Yes,30,6,2018
5084,778,20,24.2,88,0.8,1276,Summer,No Holiday,Yes,30,6,2018
5085,1005,21,23.9,84,0.7,1552,Summer,No Holiday,Yes,30,6,2018
5086,1107,22,23.4,88,0.9,1153,Summer,No Holiday,Yes,30,6,2018
5087,919,23,22.9,92,0.6,989,Summer,No Holiday,Yes,30,6,2018
5088,865,0,22.6,88,0.2,1259,Summer,No Holiday,Yes,7,1,2018
5089,740,1,22.7,87,0.5,1072,Summer,No Holiday,Yes,7,1,2018
5090,586,2,22.7,87,0.5,1187,Summer,No Holiday,Yes,7,1,2018
5091,368,3,22.7,86,0.7,1455,Summer,No Holiday,Yes,7,1,2018
5092,211,4,22.7,85,0.7,1547,Summer,No Holiday,Yes,7,1,2018
5093,54,5,22.6,86,0.5,1076,Summer,No Holiday,Yes,7,1,2018
5094,60,6,22.3,93,0.6,1262,Summer,No Holiday,Yes,7,1,2018
5095,25,7,22.1,89,0.5,1617,Summer,No Holiday,Yes,7,1,2018
5096,20,8,22.1,93,0.5,805,Summer,No Holiday,Yes,7,1,2018
5097,9,9,22.1,94,0.9,624,Summer,No Holiday,Yes,7,1,2018
5098,13,10,21.6,97,0.5,266,Summer,No Holiday,Yes,7,1,2018
5099,11,11,21.2,97,1.2,105,Summer,No Holiday,Yes,7,1,2018
5100,9,12,21.1,97,1.2,653,Summer,No Holiday,Yes,7,1,2018
5101,30,13,21.2,97,1.1,760,Summer,No Holiday,Yes,7,1,2018
5102,14,14,21.5,97,0.7,1522,Summer,No Holiday,Yes,7,1,2018
5103,51,15,21.8,97,0.7,324,Summer,No Holiday,Yes,7,1,2018
5104,41,16,22.2,97,1.1,1745,Summer,No Holiday,Yes,7,1,2018
5105,25,17,22.4,96,0.4,1661,Summer,No Holiday,Yes,7,1,2018
5106,17,18,22.2,96,1.2,673,Summer,No Holiday,Yes,7,1,2018
5107,18,19,21.9,96,1.2,509,Summer,No Holiday,Yes,7,1,2018
5108,16,20,21.9,97,1.1,534,Summer,No Holiday,Yes,7,1,2018
5109,17,21,21.8,97,0.6,692,Summer,No Holiday,Yes,7,1,2018
5110,16,22,21.7,97,0.7,540,Summer,No Holiday,Yes,7,1,2018
5111,15,23,21.5,97,1.5,523,Summer,No Holiday,Yes,7,1,2018
5112,26,0,21.4,97,0.6,680,Summer,No Holiday,Yes,7,2,2018
5113,28,1,21.3,97,1.0,1451,Summer,No Holiday,Yes,7,2,2018
5114,17,2,21.2,97,0.8,1018,Summer,No Holiday,Yes,7,2,2018
5115,23,3,21.1,96,2.4,866,Summer,No Holiday,Yes,7,2,2018
5116,58,4,20.8,97,1.0,2000,Summer,No Holiday,Yes,7,2,2018
5117,28,5,20.7,97,0.3,2000,Summer,No Holiday,Yes,7,2,2018
5118,40,6,20.7,97,0.3,1262,Summer,No Holiday,Yes,7,2,2018
5119,126,7,20.7,97,0.4,1801,Summer,No Holiday,Yes,7,2,2018
5120,104,8,20.8,96,0.4,1627,Summer,No Holiday,Yes,7,2,2018
5121,128,9,21.0,97,1.3,825,Summer,No Holiday,Yes,7,2,2018
5122,27,10,21.4,97,0.6,563,Summer,No Holiday,Yes,7,2,2018
5123,153,11,21.7,97,0.5,591,Summer,No Holiday,Yes,7,2,2018
5124,218,12,22.4,97,1.0,945,Summer,No Holiday,Yes,7,2,2018
5125,304,13,22.6,97,0.6,367,Summer,No Holiday,Yes,7,2,2018
5126,381,14,23.3,96,0.3,434,Summer,No Holiday,Yes,7,2,2018
5127,619,15,24.2,93,1.0,590,Summer,No Holiday,Yes,7,2,2018
5128,839,16,25.2,87,0.9,601,Summer,No Holiday,Yes,7,2,2018
5129,861,17,25.3,87,0.6,751,Summer,No Holiday,Yes,7,2,2018
5130,832,18,24.9,87,1.9,1742,Summer,No Holiday,Yes,7,2,2018
5131,44,19,24.1,93,2.1,1118,Summer,No Holiday,Yes,7,2,2018
5132,61,20,23.5,97,0.1,1814,Summer,No Holiday,Yes,7,2,2018
5133,72,21,23.4,98,0.4,1038,Summer,No Holiday,Yes,7,2,2018
5134,83,22,23.4,98,0.3,585,Summer,No Holiday,Yes,7,2,2018
5135,168,23,23.4,98,0.3,662,Summer,No Holiday,Yes,7,2,2018
5136,349,0,23.2,98,0.2,927,Summer,No Holiday,Yes,7,3,2018
5137,407,1,23.1,98,0.0,958,Summer,No Holiday,Yes,7,3,2018
5138,354,2,23.0,98,0.1,1026,Summer,No Holiday,Yes,7,3,2018
5139,233,3,22.8,98,0.0,1734,Summer,No Holiday,Yes,7,3,2018
5140,149,4,22.7,97,0.2,1808,Summer,No Holiday,Yes,7,3,2018
5141,224,5,22.6,97,0.0,1383,Summer,No Holiday,Yes,7,3,2018
5142,600,6,22.6,95,0.1,1937,Summer,No Holiday,Yes,7,3,2018
5143,1308,7,23.5,86,0.2,1908,Summer,No Holiday,Yes,7,3,2018
5144,2135,8,24.3,83,0.5,1986,Summer,No Holiday,Yes,7,3,2018
5145,1156,9,25.7,76,0.8,1920,Summer,No Holiday,Yes,7,3,2018
5146,818,10,27.6,71,1.6,1870,Summer,No Holiday,Yes,7,3,2018
5147,906,11,29.2,66,1.4,1953,Summer,No Holiday,Yes,7,3,2018
5148,944,12,30.1,64,1.2,2000,Summer,No Holiday,Yes,7,3,2018
5149,994,13,31.2,54,1.3,1961,Summer,No Holiday,Yes,7,3,2018
5150,1001,14,31.0,56,1.5,2000,Summer,No Holiday,Yes,7,3,2018
5151,1069,15,32.0,54,1.2,1962,Summer,No Holiday,Yes,7,3,2018
5152,1325,16,31.3,52,1.2,2000,Summer,No Holiday,Yes,7,3,2018
5153,1783,17,32.4,50,2.2,2000,Summer,No Holiday,Yes,7,3,2018
5154,2965,18,32.2,57,1.8,1880,Summer,No Holiday,Yes,7,3,2018
5155,2598,19,30.4,62,0.9,2000,Summer,No Holiday,Yes,7,3,2018
5156,2398,20,28.8,72,0.9,2000,Summer,No Holiday,Yes,7,3,2018
5157,2264,21,27.8,72,0.6,2000,Summer,No Holiday,Yes,7,3,2018
5158,1948,22,26.9,78,0.6,1806,Summer,No Holiday,Yes,7,3,2018
5159,1365,23,26.4,78,0.3,2000,Summer,No Holiday,Yes,7,3,2018
5160,971,0,25.9,79,0.3,2000,Summer,No Holiday,Yes,7,4,2018
5161,796,1,25.4,79,1.0,2000,Summer,No Holiday,Yes,7,4,2018
5162,555,2,25.1,82,0.2,2000,Summer,No Holiday,Yes,7,4,2018
5163,372,3,24.9,83,0.2,1857,Summer,No Holiday,Yes,7,4,2018
5164,234,4,24.7,82,0.3,2000,Summer,No Holiday,Yes,7,4,2018
5165,316,5,24.2,86,0.2,2000,Summer,No Holiday,Yes,7,4,2018
5166,747,6,24.0,84,0.1,1969,Summer,No Holiday,Yes,7,4,2018
5167,1450,7,24.6,78,0.5,2000,Summer,No Holiday,Yes,7,4,2018
5168,2215,8,26.4,64,0.5,1909,Summer,No Holiday,Yes,7,4,2018
5169,1191,9,27.4,68,0.5,1941,Summer,No Holiday,Yes,7,4,2018
5170,831,10,28.5,65,1.5,1519,Summer,No Holiday,Yes,7,4,2018
5171,941,11,30.0,60,2.3,1861,Summer,No Holiday,Yes,7,4,2018
5172,1021,12,30.5,58,2.5,1741,Summer,No Holiday,Yes,7,4,2018
5173,1007,13,31.0,60,2.6,1657,Summer,No Holiday,Yes,7,4,2018
5174,1005,14,31.3,58,3.0,1479,Summer,No Holiday,Yes,7,4,2018
5175,1038,15,31.1,57,3.7,1912,Summer,No Holiday,Yes,7,4,2018
5176,1306,16,31.6,57,2.7,1882,Summer,No Holiday,Yes,7,4,2018
5177,1856,17,31.2,56,3.4,1943,Summer,No Holiday,Yes,7,4,2018
5178,3080,18,30.0,60,2.5,1933,Summer,No Holiday,Yes,7,4,2018
5179,2637,19,28.2,64,2.8,1978,Summer,No Holiday,Yes,7,4,2018
5180,2415,20,27.1,67,2.9,1949,Summer,No Holiday,Yes,7,4,2018
5181,2274,21,26.2,70,2.2,1908,Summer,No Holiday,Yes,7,4,2018
5182,2091,22,25.1,73,2.5,1808,Summer,No Holiday,Yes,7,4,2018
5183,1432,23,24.7,74,1.4,1596,Summer,No Holiday,Yes,7,4,2018
5184,1078,0,24.2,77,1.8,1365,Summer,No Holiday,Yes,7,5,2018
5185,846,1,23.9,79,1.7,1121,Summer,No Holiday,Yes,7,5,2018
5186,568,2,23.6,80,1.5,879,Summer,No Holiday,Yes,7,5,2018
5187,376,3,23.5,81,0.9,878,Summer,No Holiday,Yes,7,5,2018
5188,267,4,23.5,80,0.4,924,Summer,No Holiday,Yes,7,5,2018
5189,326,5,23.5,80,0.3,838,Summer,No Holiday,Yes,7,5,2018
5190,438,6,23.5,80,0.3,768,Summer,No Holiday,Yes,7,5,2018
5191,828,7,23.5,90,0.5,445,Summer,No Holiday,Yes,7,5,2018
5192,1836,8,23.6,93,0.9,308,Summer,No Holiday,Yes,7,5,2018
5193,1112,9,24.2,84,0.9,632,Summer,No Holiday,Yes,7,5,2018
5194,827,10,25.6,75,1.1,1028,Summer,No Holiday,Yes,7,5,2018
5195,890,11,26.3,71,1.1,1340,Summer,No Holiday,Yes,7,5,2018
5196,996,12,27.0,68,1.1,1744,Summer,No Holiday,Yes,7,5,2018
5197,929,13,28.1,67,1.1,1772,Summer,No Holiday,Yes,7,5,2018
5198,933,14,28.3,67,3.0,1242,Summer,No Holiday,Yes,7,5,2018
5199,1011,15,28.8,66,0.9,1806,Summer,No Holiday,Yes,7,5,2018
5200,1105,16,28.2,71,1.7,2000,Summer,No Holiday,Yes,7,5,2018
5201,1381,17,27.3,76,0.9,1971,Summer,No Holiday,Yes,7,5,2018
5202,2594,18,26.8,71,1.2,2000,Summer,No Holiday,Yes,7,5,2018
5203,2309,19,26.7,69,1.4,2000,Summer,No Holiday,Yes,7,5,2018
5204,2122,20,25.8,68,1.4,2000,Summer,No Holiday,Yes,7,5,2018
5205,2063,21,25.2,67,1.5,2000,Summer,No Holiday,Yes,7,5,2018
5206,1941,22,24.4,67,1.6,2000,Summer,No Holiday,Yes,7,5,2018
5207,1406,23,23.9,66,1.5,2000,Summer,No Holiday,Yes,7,5,2018
5208,1075,0,23.5,65,1.9,2000,Summer,No Holiday,Yes,7,6,2018
5209,839,1,23.1,66,1.6,2000,Summer,No Holiday,Yes,7,6,2018
5210,558,2,22.8,65,1.8,2000,Summer,No Holiday,Yes,7,6,2018
5211,403,3,22.6,66,1.5,2000,Summer,No Holiday,Yes,7,6,2018
5212,273,4,22.6,66,0.9,2000,Summer,No Holiday,Yes,7,6,2018
5213,311,5,22.5,66,1.5,2000,Summer,No Holiday,Yes,7,6,2018
5214,723,6,22.4,65,1.6,2000,Summer,No Holiday,Yes,7,6,2018
