,Date,Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
4968,2018-06-26,1052,0,26.9,61,1.5,805,Summer,No Holiday,Yes,26,6,2018
4969,2018-06-26,783,1,26.7,50,1.8,884,Summer,No Holiday,Yes,26,6,2018
4970,2018-06-26,524,2,26.1,51,1.7,760,Summer,No Holiday,Yes,26,6,2018
4971,2018-06-26,353,3,25.4,50,1.1,870,Summer,No Holiday,Yes,26,6,2018
4972,2018-06-26,143,4,24.7,49,1.0,1293,Summer,No Holiday,Yes,26,6,2018
4973,2018-06-26,45,5,23.7,64,0.9,876,Summer,No Holiday,Yes,26,6,2018
4974,2018-06-26,37,6,22.5,83,0.8,537,Summer,No Holiday,Yes,26,6,2018
4975,2018-06-26,49,7,21.2,87,0.8,376,Summer,No Holiday,Yes,26,6,2018
4976,2018-06-26,53,8,20.8,94,1.0,159,Summer,No Holiday,Yes,26,6,2018
4977,2018-06-26,19,9,20.3,96,1.1,143,Summer,No Holiday,Yes,26,6,2018
4978,2018-06-26,9,10,20.3,97,1.0,103,Summer,No Holiday,Yes,26,6,2018
4979,2018-06-26,11,11,20.4,97,1.4,129,Summer,No Holiday,Yes,26,6,2018
4980,2018-06-26,10,12,20.5,97,1.8,257,Summer,No Holiday,Yes,26,6,2018
4981,2018-06-26,24,13,20.5,97,1.2,338,Summer,No Holiday,Yes,26,6,2018
4982,2018-06-26,26,14,21.0,97,0.7,381,Summer,No Holiday,Yes,26,6,2018
4983,2018-06-26,65,15,21.5,97,0.6,311,Summer,No Holiday,Yes,26,6,2018
4984,2018-06-26,56,16,23.3,96,3.4,441,Summer,No Holiday,Yes,26,6,2018
4985,2018-06-26,113,17,24.0,95,5.0,362,Summer,No Holiday,Yes,26,6,2018
4986,2018-06-26,156,18,24.1,95,4.4,261,Summer,No Holiday,Yes,26,6,2018
4987,2018-06-26,203,19,24.2,94,4.7,242,Summer,No Holiday,Yes,26,6,2018
4988,2018-06-26,199,20,24.1,94,4.5,214,Summer,No Holiday,Yes,26,6,2018
4989,2018-06-26,275,21,23.5,94,4.6,227,Summer,No Holiday,Yes,26,6,2018
4990,2018-06-26,443,22,22.4,95,4.1,222,Summer,No Holiday,Yes,26,6,2018
4991,2018-06-26,552,23,21.6,89,4.3,698,Summer,No Holiday,Yes,26,6,2018
4992,2018-06-27,513,0,20.5,94,3.7,896,Summer,No Holiday,Yes,27,6,2018
4993,2018-06-27,254,1,20.0,96,3.0,182,Summer,No Holiday,Yes,27,6,2018
4994,2018-06-27,164,2,19.6,97,2.6,201,Summer,No Holiday,Yes,27,6,2018
4995,2018-06-27,152,3,19.4,97,2.9,282,Summer,No Holiday,Yes,27,6,2018
4996,2018-06-27,110,4,19.2,97,1.0,217,Summer,No Holiday,Yes,27,6,2018
4997,2018-06-27,162,5,19.1,97,1.2,402,Summer,No Holiday,Yes,27,6,2018
4998,2018-06-27,417,6,19.2,97,1.5,157,Summer,No Holiday,Yes,27,6,2018
4999,2018-06-27,1084,7,19.3,98,1.0,188,Summer,No Holiday,Yes,27,6,2018
5000,2018-06-27,1995,8,19.7,97,1.5,200,Summer,No Holiday,Yes,27,6,2018
5001,2018-06-27,1238,9,20.0,96,1.6,287,Summer,No Holiday,Yes,27,6,2018
5002,2018-06-27,862,10,21.4,85,1.1,596,Summer,No Holiday,Yes,27,6,2018
5003,2018-06-27,1015,11,23.4,73,1.3,827,Summer,No Holiday,Yes,27,6,2018
5004,2018-06-27,1145,12,24.1,73,2.2,992,Summer,No Holiday,Yes,27,6,2018
5005,2018-06-27,1234,13,24.9,69,2.2,850,Summer,No Holiday,Yes,27,6,2018
5006,2018-06-27,1243,14,24.7,72,2.9,720,Summer,No Holiday,Yes,27,6,2018
5007,2018-06-27,1362,15,25.5,68,2.4,638,Summer,No Holiday,Yes,27,6,2018
5008,2018-06-27,1618,16,25.0,74,2.2,578,Summer,No Holiday,Yes,27,6,2018
5009,2018-06-27,2115,17,25.1,70,2.2,796,Summer,No Holiday,Yes,27,6,2018
5010,2018-06-27,3172,18,25.0,69,1.5,1125,Summer,No Holiday,Yes,27,6,2018
5011,2018-06-27,2487,19,24.9,70,1.8,1131,Summer,No Holiday,Yes,27,6,2018
5012,2018-06-27,2274,20,24.2,72,1.4,833,Summer,No Holiday,Yes,27,6,2018
5013,2018-06-27,2200,21,23.3,71,1.3,1145,Summer,No Holiday,Yes,27,6,2018
5014,2018-06-27,1959,22,22.7,77,2.0,1099,Summer,No Holiday,Yes,27,6,2018
5015,2018-06-27,980,23,22.3,83,2.6,490,Summer,No Holiday,Yes,27,6,2018
5016,2018-06-28,561,0,22.2,84,1.1,482,Summer,No Holiday,Yes,28,6,2018
5017,2018-06-28,1068,1,22.2,84,0.3,610,Summer,No Holiday,Yes,28,6,2018
5018,2018-06-28,652,2,22.4,84,0.6,667,Summer,No Holiday,Yes,28,6,2018
5019,2018-06-28,344,3,22.4,86,0.6,618,Summer,No Holiday,Yes,28,6,2018
5020,2018-06-28,233,4,22.3,88,0.9,298,Summer,No Holiday,Yes,28,6,2018
5021,2018-06-28,266,5,22.1,93,0.4,333,Summer,No Holiday,Yes,28,6,2018
5022,2018-06-28,594,6,22.0,90,0.4,373,Summer,No Holiday,Yes,28,6,2018
5023,2018-06-28,1391,7,22.7,81,0.4,866,Summer,No Holiday,Yes,28,6,2018
5024,2018-06-28,2288,8,24.2,73,1.0,1581,Summer,No Holiday,Yes,28,6,2018
5025,2018-06-28,1246,9,24.8,75,1.1,1418,Summer,No Holiday,Yes,28,6,2018
5026,2018-06-28,826,10,25.3,70,0.6,1386,Summer,No Holiday,Yes,28,6,2018
5027,2018-06-28,938,11,26.5,64,1.8,1806,Summer,No Holiday,Yes,28,6,2018
5028,2018-06-28,1158,12,27.0,68,2.0,1863,Summer,No Holiday,Yes,28,6,2018
5029,2018-06-28,1040,13,27.2,68,1.8,1575,Summer,No Holiday,Yes,28,6,2018
5030,2018-06-28,1030,14,27.1,72,3.0,1126,Summer,No Holiday,Yes,28,6,2018
5031,2018-06-28,1209,15,26.4,76,3.7,1370,Summer,No Holiday,Yes,28,6,2018
5032,2018-06-28,766,16,25.2,81,3.6,961,Summer,No Holiday,Yes,28,6,2018
5033,2018-06-28,65,17,22.2,92,1.2,254,Summer,No Holiday,Yes,28,6,2018
5034,2018-06-28,596,18,20.6,97,0.7,222,Summer,No Holiday,Yes,28,6,2018
5035,2018-06-28,944,19,20.9,97,1.0,1747,Summer,No Holiday,Yes,28,6,2018
5036,2018-06-28,1039,20,21.0,96,0.1,1431,Summer,No Holiday,Yes,28,6,2018
5037,2018-06-28,1223,21,21.3,94,0.3,1314,Summer,No Holiday,Yes,28,6,2018
5038,2018-06-28,1239,22,21.6,94,1.1,766,Summer,No Holiday,Yes,28,6,2018
5039,2018-06-28,931,23,21.7,96,0.3,293,Summer,No Holiday,Yes,28,6,2018
5040,2018-06-29,470,0,21.9,95,1.9,357,Summer,No Holiday,Yes,29,6,2018
5041,2018-06-29,460,1,22.0,96,0.1,387,Summer,No Holiday,Yes,29,6,2018
5042,2018-06-29,345,2,22.2,96,0.8,269,Summer,No Holiday,Yes,29,6,2018
5043,2018-06-29,227,3,22.3,96,1.2,290,Summer,No Holiday,Yes,29,6,2018
5044,2018-06-29,123,4,22.3,96,0.0,278,Summer,No Holiday,Yes,29,6,2018
5045,2018-06-29,133,5,22.1,97,0.5,152,Summer,No Holiday,Yes,29,6,2018
5046,2018-06-29,308,6,21.9,97,0.2,190,Summer,No Holiday,Yes,29,6,2018
5047,2018-06-29,883,7,22.0,97,0.9,269,Summer,No Holiday,Yes,29,6,2018
5048,2018-06-29,2028,8,22.2,95,1.6,389,Summer,No Holiday,Yes,29,6,2018
5049,2018-06-29,1195,9,22.9,86,1.7,538,Summer,No Holiday,Yes,29,6,2018
5050,2018-06-29,913,10,24.4,76,2.1,617,Summer,No Holiday,Yes,29,6,2018
5051,2018-06-29,956,11,24.8,74,1.8,644,Summer,No Holiday,Yes,29,6,2018
5052,2018-06-29,1168,12,26.1,67,2.2,758,Summer,No Holiday,Yes,29,6,2018
5053,2018-06-29,1117,13,26.8,65,2.0,732,Summer,No Holiday,Yes,29,6,2018
5054,2018-06-29,1175,14,27.8,57,2.1,760,Summer,No Holiday,Yes,29,6,2018
5055,2018-06-29,1209,15,28.4,63,2.8,742,Summer,No Holiday,Yes,29,6,2018
5056,2018-06-29,1554,16,29.0,57,2.3,987,Summer,No Holiday,Yes,29,6,2018
5057,2018-06-29,2099,17,28.5,60,2.6,1014,Summer,No Holiday,Yes,29,6,2018
5058,2018-06-29,3113,18,28.1,60,1.9,959,Summer,No Holiday,Yes,29,6,2018
5059,2018-06-29,2602,19,27.1,64,1.1,829,Summer,No Holiday,Yes,29,6,2018
5060,2018-06-29,2339,20,26.2,70,1.5,792,Summer,No Holiday,Yes,29,6,2018
5061,2018-06-29,2225,21,25.2,75,1.4,644,Summer,No Holiday,Yes,29,6,2018
5062,2018-06-29,2103,22,24.2,80,1.3,500,Summer,No Holiday,Yes,29,6,2018
5063,2018-06-29,1552,23,23.5,83,1.4,436,Summer,No Holiday,Yes,29,6,2018
5064,2018-06-30,1275,0,23.0,84,1.9,375,Summer,No Holiday,Yes,30,6,2018
5065,2018-06-30,1070,1,22.6,85,0.3,323,Summer,No Holiday,Yes,30,6,2018
5066,2018-06-30,859,2,22.2,88,1.0,295,Summer,No Holiday,Yes,30,6,2018
5067,2018-06-30,625,3,21.9,88,0.9,274,Summer,No Holiday,Yes,30,6,2018
5068,2018-06-30,382,4,21.7,93,0.1,244,Summer,No Holiday,Yes,30,6,2018
5069,2018-06-30,247,5,21.7,88,0.6,289,Summer,No Holiday,Yes,30,6,2018
5070,2018-06-30,310,6,22.1,85,0.5,303,Summer,No Holiday,Yes,30,6,2018
5071,2018-06-30,468,7,22.5,86,0.6,299,Summer,No Holiday,Yes,30,6,2018
5072,2018-06-30,825,8,23.4,81,0.5,313,Summer,No Holiday,Yes,30,6,2018
5073,2018-06-30,862,9,24.2,81,0.9,295,Summer,No Holiday,Yes,30,6,2018
5074,2018-06-30,933,10,25.1,73,0.9,358,Summer,No Holiday,Yes,30,6,2018
5075,2018-06-30,871,11,26.4,71,1.0,430,Summer,No Holiday,Yes,30,6,2018
5076,2018-06-30,858,12,25.2,94,2.8,166,Summer,No Holiday,Yes,30,6,2018
5077,2018-06-30,1144,13,25.6,87,1.7,390,Summer,No Holiday,Yes,30,6,2018
5078,2018-06-30,1235,14,27.5,69,0.5,736,Summer,No Holiday,Yes,30,6,2018
5079,2018-06-30,1311,15,27.8,71,0.9,733,Summer,No Holiday,Yes,30,6,2018
5080,2018-06-30,1317,16,27.9,69,0.5,880,Summer,No Holiday,Yes,30,6,2018
5081,2018-06-30,1291,17,27.4,75,2.3,616,Summer,No Holiday,Yes,30,6,2018
5082,2018-06-30,306,18,27.5,79,0.5,1237,Summer,No Holiday,Yes,30,6,2018
5083,2018-06-30,481,19,24.3,95,0.5,958,Summer,No Holiday,Yes,30,6,2018
5084,2018-06-30,778,20,24.2,88,0.8,1276,Summer,No Holiday,Yes,30,6,2018
5085,2018-06-30,1005,21,23.9,84,0.7,1552,Summer,No Holiday,Yes,30,6,2018
5086,2018-06-30,1107,22,23.4,88,0.9,1153,Summer,No Holiday,Yes,30,6,2018
5087,2018-06-30,919,23,22.9,92,0.6,989,Summer,No Holiday,Yes,30,6,2018
5088,2018-01-07,865,0,22.6,88,0.2,1259,Summer,No Holiday,Yes,7,1,2018
5089,2018-01-07,740,1,22.7,87,0.5,1072,Summer,No Holiday,Yes,7,1,2018
5090,2018-01-07,586,2,22.7,87,0.5,1187,Summer,No Holiday,Yes,7,1,2018
5091,2018-01-07,368,3,22.7,86,0.7,1455,Summer,No Holiday,Yes,7,1,2018
5092,2018-01-07,211,4,22.7,85,0.7,1547,Summer,No Holiday,Yes,7,1,2018
5093,2018-01-07,54,5,22.6,86,0.5,1076,Summer,No Holiday,Yes,7,1,2018
5094,2018-01-07,60,6,22.3,93,0.6,1262,Summer,No Holiday,Yes,7,1,2018
5095,2018-01-07,25,7,22.1,89,0.5,1617,Summer,No Holiday,Yes,7,1,2018
5096,2018-01-07,20,8,22.1,93,0.5,805,Summer,No Holiday,Yes,7,1,2018
5097,2018-01-07,9,9,22.1,94,0.9,624,Summer,No Holiday,Yes,7,1,2018
5098,2018-01-07,13,10,21.6,97,0.5,266,Summer,No Holiday,Yes,7,1,2018
5099,2018-01-07,11,11,21.2,97,1.2,105,Summer,No Holiday,Yes,7,1,2018
5100,2018-01-07,9,12,21.1,97,1.2,653,Summer,No Holiday,Yes,7,1,2018
5101,2018-01-07,30,13,21.2,97,1.1,760,Summer,No Holiday,Yes,7,1,2018
5102,2018-01-07,14,14,21.5,97,0.7,1522,Summer,No Holiday,Yes,7,1,2018
5103,2018-01-07,51,15,21.8,97,0.7,324,Summer,No Holiday,Yes,7,1,2018
5104,2018-01-07,41,16,22.2,97,1.1,1745,Summer,No Holiday,Yes,7,1,2018
5105,2018-01-07,25,17,22.4,96,0.4,1661,Summer,No Holiday,Yes,7,1,2018
5106,2018-01-07,17,18,22.2,96,1.2,673,Summer,No Holiday,Yes,7,1,2018
5107,2018-01-07,18,19,21.9,96,1.2,509,Summer,No Holiday,Yes,7,1,2018
5108,2018-01-07,16,20,21.9,97,1.1,534,Summer,No Holiday,Yes,7,1,2018
5109,2018-01-07,17,21,21.8,97,0.6,692,Summer,No Holiday,Yes,7,1,2018
5110,2018-01-07,16,22,21.7,97,0.7,540,Summer,No Holiday,Yes,7,1,2018
5111,2018-01-07,15,23,21.5,97,1.5,523,Summer,No Holiday,Yes,7,1,2018
5112,2018-02-07,26,0,21.4,97,0.6,680,Summer,No Holiday,Yes,7,2,2018
5113,2018-02-07,28,1,21.3,97,1.0,1451,Summer,No Holiday,Yes,7,2,2018
5114,2018-02-07,17,2,21.2,97,0.8,1018,Summer,No Holiday,Yes,7,2,2018
5115,2018-02-07,23,3,21.1,96,2.4,866,Summer,No Holiday,Yes,7,2,2018
5116,2018-02-07,58,4,20.8,97,1.0,2000,Summer,No Holiday,Yes,7,2,2018
5117,2018-02-07,28,5,20.7,97,0.3,2000,Summer,No Holiday,Yes,7,2,2018
5118,2018-02-07,40,6,20.7,97,0.3,1262,Summer,No Holiday,Yes,7,2,2018
5119,2018-02-07,126,7,20.7,97,0.4,1801,Summer,No Holiday,Yes,7,2,2018
5120,2018-02-07,104,8,20.8,96,0.4,1627,Summer,No Holiday,Yes,7,2,2018
5121,2018-02-07,128,9,21.0,97,1.3,825,Summer,No Holiday,Yes,7,2,2018
5122,2018-02-07,27,10,21.4,97,0.6,563,Summer,No Holiday,Yes,7,2,2018
5123,2018-02-07,153,11,21.7,97,0.5,591,Summer,No Holiday,Yes,7,2,2018
5124,2018-02-07,218,12,22.4,97,1.0,945,Summer,No Holiday,Yes,7,2,2018
5125,2018-02-07,304,13,22.6,97,0.6,367,Summer,No Holiday,Yes,7,2,2018
5126,2018-02-07,381,14,23.3,96,0.3,434,Summer,No Holiday,Yes,7,2,2018
5127,2018-02-07,619,15,24.2,93,1.0,590,Summer,No Holiday,Yes,7,2,2018
5128,2018-02-07,839,16,25.2,87,0.9,601,Summer,No Holiday,Yes,7,2,2018
5129,2018-02-07,861,17,25.3,87,0.6,751,Summer,No Holiday,Yes,7,2,2018
5130,2018-02-07,832,18,24.9,87,1.9,1742,Summer,No Holiday,Yes,7,2,2018
5131,2018-02-07,44,19,24.1,93,2.1,1118,Summer,No Holiday,Yes,7,2,2018
5132,2018-02-07,61,20,23.5,97,0.1,1814,Summer,No Holiday,Yes,7,2,2018
5133,2018-02-07,72,21,23.4,98,0.4,1038,Summer,No Holiday,Yes,7,2,2018
5134,2018-02-07,83,22,23.4,98,0.3,585,Summer,No Holiday,Yes,7,2,2018
5135,2018-02-07,168,23,23.4,98,0.3,662,Summer,No Holiday,Yes,7,2,2018
5136,2018-03-07,349,0,23.2,98,0.2,927,Summer,No Holiday,Yes,7,3,2018
5137,2018-03-07,407,1,23.1,98,0.0,958,Summer,No Holiday,Yes,7,3,2018
5138,2018-03-07,354,2,23.0,98,0.1,1026,Summer,No Holiday,Yes,7,3,2018
5139,2018-03-07,233,3,22.8,98,0.0,1734,Summer,No Holiday,Yes,7,3,2018
5140,2018-03-07,149,4,22.7,97,0.2,1808,Summer,No Holiday,Yes,7,3,2018
5141,2018-03-07,224,5,22.6,97,0.0,1383,Summer,No Holiday,Yes,7,3,2018
5142,2018-03-07,600,6,22.6,95,0.1,1937,Summer,No Holiday,Yes,7,3,2018
5143,2018-03-07,1308,7,23.5,86,0.2,1908,Summer,No Holiday,Yes,7,3,2018
5144,2018-03-07,2135,8,24.3,83,0.5,1986,Summer,No Holiday,Yes,7,3,2018
5145,2018-03-07,1156,9,25.7,76,0.8,1920,Summer,No Holiday,Yes,7,3,2018
5146,2018-03-07,818,10,27.6,71,1.6,1870,Summer,No Holiday,Yes,7,3,2018
5147,2018-03-07,906,11,29.2,66,1.4,1953,Summer,No Holiday,Yes,7,3,2018
5148,2018-03-07,944,12,30.1,64,1.2,2000,Summer,No Holiday,Yes,7,3,2018
5149,2018-03-07,994,13,31.2,54,1.3,1961,Summer,No Holiday,Yes,7,3,2018
5150,2018-03-07,1001,14,31.0,56,1.5,2000,Summer,No Holiday,Yes,7,3,2018
5151,2018-03-07,1069,15,32.0,54,1.2,1962,Summer,No Holiday,Yes,7,3,2018
5152,2018-03-07,1325,16,31.3,52,1.2,2000,Summer,No Holiday,Yes,7,3,2018
5153,2018-03-07,1783,17,32.4,50,2.2,2000,Summer,No Holiday,Yes,7,3,2018
5154,2018-03-07,2965,18,32.2,57,1.8,1880,Summer,No Holiday,Yes,7,3,2018
5155,2018-03-07,2598,19,30.4,62,0.9,2000,Summer,No Holiday,Yes,7,3,2018
5156,2018-03-07,2398,20,28.8,72,0.9,2000,Summer,No Holiday,Yes,7,3,2018
5157,2018-03-07,2264,21,27.8,72,0.6,2000,Summer,No Holiday,Yes,7,3,2018
5158,2018-03-07,1948,22,26.9,78,0.6,1806,Summer,No Holiday,Yes,7,3,2018
5159,2018-03-07,1365,23,26.4,78,0.3,2000,Summer,No Holiday,Yes,7,3,2018
5160,2018-04-07,971,0,25.9,79,0.3,2000,Summer,No Holiday,Yes,7,4,2018
5161,2018-04-07,796,1,25.4,79,1.0,2000,Summer,No Holiday,Yes,7,4,2018
5162,2018-04-07,555,2,25.1,82,0.2,2000,Summer,No Holiday,Yes,7,4,2018
5163,2018-04-07,372,3,24.9,83,0.2,1857,Summer,No Holiday,Yes,7,4,2018
5164,2018-04-07,234,4,24.7,82,0.3,2000,Summer,No Holiday,Yes,7,4,2018
5165,2018-04-07,316,5,24.2,86,0.2,2000,Summer,No Holiday,Yes,7,4,2018
5166,2018-04-07,747,6,24.0,84,0.1,1969,Summer,No Holiday,Yes,7,4,2018
5167,2018-04-07,1450,7,24.6,78,0.5,2000,Summer,No Holiday,Yes,7,4,2018
5168,2018-04-07,2215,8,26.4,64,0.5,1909,Summer,No Holiday,Yes,7,4,2018
5169,2018-04-07,1191,9,27.4,68,0.5,1941,Summer,No Holiday,Yes,7,4,2018
5170,2018-04-07,831,10,28.5,65,1.5,1519,Summer,No Holiday,Yes,7,4,2018
5171,2018-04-07,941,11,30.0,60,2.3,1861,Summer,No Holiday,Yes,7,4,2018
5172,2018-04-07,1021,12,30.5,58,2.5,1741,Summer,No Holiday,Yes,7,4,2018
5173,2018-04-07,1007,13,31.0,60,2.6,1657,Summer,No Holiday,Yes,7,4,2018
5174,2018-04-07,1005,14,31.3,58,3.0,1479,Summer,No Holiday,Yes,7,4,2018
5175,2018-04-07,1038,15,31.1,57,3.7,1912,Summer,No Holiday,Yes,7,4,2018
5176,2018-04-07,1306,16,31.6,57,2.7,1882,Summer,No Holiday,Yes,7,4,2018
5177,2018-04-07,1856,17,31.2,56,3.4,1943,Summer,No Holiday,Yes,7,4,2018
5178,2018-04-07,3080,18,30.0,60,2.5,1933,Summer,No Holiday,Yes,7,4,2018
5179,2018-04-07,2637,19,28.2,64,2.8,1978,Summer,No Holiday,Yes,7,4,2018
5180,2018-04-07,2415,20,27.1,67,2.9,1949,Summer,No Holiday,Yes,7,4,2018
5181,2018-04-07,2274,21,26.2,70,2.2,1908,Summer,No Holiday,Yes,7,4,2018
5182,2018-04-07,2091,22,25.1,73,2.5,1808,Summer,No Holiday,Yes,7,4,2018
5183,2018-04-07,1432,23,24.7,74,1.4,1596,Summer,No Holiday,Yes,7,4,2018
5184,2018-05-07,1078,0,24.2,77,1.8,1365,Summer,No Holiday,Yes,7,5,2018
5185,2018-05-07,846,1,23.9,79,1.7,1121,Summer,No Holiday,Yes,7,5,2018
5186,2018-05-07,568,2,23.6,80,1.5,879,Summer,No Holiday,Yes,7,5,2018
5187,2018-05-07,376,3,23.5,81,0.9,878,Summer,No Holiday,Yes,7,5,2018
5188,2018-05-07,267,4,23.5,80,0.4,924,Summer,No Holiday,Yes,7,5,2018
5189,2018-05-07,326,5,23.5,80,0.3,838,Summer,No Holiday,Yes,7,5,2018
5190,2018-05-07,438,6,23.5,80,0.3,768,Summer,No Holiday,Yes,7,5,2018
5191,2018-05-07,828,7,23.5,90,0.5,445,Summer,No Holiday,Yes,7,5,2018
5192,2018-05-07,1836,8,23.6,93,0.9,308,Summer,No Holiday,Yes,7,5,2018
5193,2018-05-07,1112,9,24.2,84,0.9,632,Summer,No Holiday,Yes,7,5,2018
5194,2018-05-07,827,10,25.6,75,1.1,1028,Summer,No Holiday,Yes,7,5,2018
5195,2018-05-07,890,11,26.3,71,1.1,1340,Summer,No Holiday,Yes,7,5,2018
5196,2018-05-07,996,12,27.0,68,1.1,1744,Summer,No Holiday,Yes,7,5,2018
5197,2018-05-07,929,13,28.1,67,1.1,1772,Summer,No Holiday,Yes,7,5,2018
5198,2018-05-07,933,14,28.3,67,3.0,1242,Summer,No Holiday,Yes,7,5,2018
5199,2018-05-07,1011,15,28.8,66,0.9,1806,Summer,No Holiday,Yes,7,5,2018
5200,2018-05-07,1105,16,28.2,71,1.7,2000,Summer,No Holiday,Yes,7,5,2018
5201,2018-05-07,1381,17,27.3,76,0.9,1971,Summer,No Holiday,Yes,7,5,2018
5202,2018-05-07,2594,18,26.8,71,1.2,2000,Summer,No Holiday,Yes,7,5,2018
5203,2018-05-07,2309,19,26.7,69,1.4,2000,Summer,No Holiday,Yes,7,5,2018
5204,2018-05-07,2122,20,25.8,68,1.4,2000,Summer,No Holiday,Yes,7,5,2018
5205,2018-05-07,2063,21,25.2,67,1.5,2000,Summer,No Holiday,Yes,7,5,2018
5206,2018-05-07,1941,22,24.4,67,1.6,2000,Summer,No Holiday,Yes,7,5,2018
5207,2018-05-07,1406,23,23.9,66,1.5,2000,Summer,No Holiday,Yes,7,5,2018
5208,2018-06-07,1075,0,23.5,65,1.9,2000,Summer,No Holiday,Yes,7,6,2018
5209,2018-06-07,839,1,23.1,66,1.6,2000,Summer,No Holiday,Yes,7,6,2018
5210,2018-06-07,558,2,22.8,65,1.8,2000,Summer,No Holiday,Yes,7,6,2018
5211,2018-06-07,403,3,22.6,66,1.5,2000,Summer,No Holiday,Yes,7,6,2018
5212,2018-06-07,273,4,22.6,66,0.9,2000,Summer,No Holiday,Yes,7,6,2018
5213,2018-06-07,311,5,22.5,66,1.5,2000,Summer,No Holiday,Yes,7,6,2018
5214,2018-06-07,723,6,22.4,65,1.6,2000,Summer,No Holiday,Yes,7,6,2018
5215,2018-06-07,1449,7,22.6,63,1.3,2000,Summer,No Holiday,Yes,7,6,2018
5216,2018-06-07,2273,8,23.2,60,1.7,2000,Summer,No Holiday,Yes,7,6,2018
5217,2018-06-07,1318,9,23.3,61,1.7,2000,Summer,No Holiday,Yes,7,6,2018
5218,2018-06-07,998,10,23.7,59,1.7,2000,Summer,No Holiday,Yes,7,6,2018
5219,2018-06-07,1024,11,23.9,59,2.1,2000,Summer,No Holiday,Yes,7,6,2018
5220,2018-06-07,1216,12,25.7,57,1.9,2000,Summer,No Holiday,Yes,7,6,2018
5221,2018-06-07,1210,13,26.2,53,2.1,2000,Summer,No Holiday,Yes,7,6,2018
5222,2018-06-07,1209,14,27.0,52,2.1,2000,Summer,No Holiday,Yes,7,6,2018
5223,2018-06-07,1346,15,26.9,51,2.0,2000,Summer,No Holiday,Yes,7,6,2018
5224,2018-06-07,1635,16,26.6,54,2.3,2000,Summer,No Holiday,Yes,7,6,2018
5225,2018-06-07,2282,17,26.6,52,2.2,2000,Summer,No Holiday,Yes,7,6,2018
5226,2018-06-07,3196,18,25.9,52,2.1,2000,Summer,No Holiday,Yes,7,6,2018
5227,2018-06-07,2557,19,25.0,52,2.2,2000,Summer,No Holiday,Yes,7,6,2018
5228,2018-06-07,2223,20,23.8,55,2.3,2000,Summer,No Holiday,Yes,7,6,2018
5229,2018-06-07,2183,21,23.1,54,2.1,2000,Summer,No Holiday,Yes,7,6,2018
5230,2018-06-07,1917,22,22.5,54,2.1,2000,Summer,No Holiday,Yes,7,6,2018
5231,2018-06-07,1458,23,22.0,55,1.7,2000,Summer,No Holiday,Yes,7,6,2018
5232,2018-07-07,1191,0,21.5,56,1.8,2000,Summer,No Holiday,Yes,7,7,2018
5233,2018-07-07,1079,1,21.1,57,2.0,2000,Summer,No Holiday,Yes,7,7,2018
5234,2018-07-07,760,2,20.7,58,1.5,2000,Summer,No Holiday,Yes,7,7,2018
5235,2018-07-07,545,3,20.4,59,1.0,2000,Summer,No Holiday,Yes,7,7,2018
5236,2018-07-07,331,4,20.0,63,1.8,2000,Summer,No Holiday,Yes,7,7,2018
5237,2018-07-07,273,5,19.8,63,1.4,2000,Summer,No Holiday,Yes,7,7,2018
5238,2018-07-07,396,6,19.5,61,1.5,2000,Summer,No Holiday,Yes,7,7,2018
5239,2018-07-07,567,7,19.6,57,1.6,2000,Summer,No Holiday,Yes,7,7,2018
5240,2018-07-07,832,8,21.2,52,1.6,1998,Summer,No Holiday,Yes,7,7,2018
5241,2018-07-07,1009,9,22.6,51,1.7,2000,Summer,No Holiday,Yes,7,7,2018
5242,2018-07-07,1050,10,24.0,49,1.7,2000,Summer,No Holiday,Yes,7,7,2018
5243,2018-07-07,1129,11,25.0,48,1.5,1986,Summer,No Holiday,Yes,7,7,2018
5244,2018-07-07,1328,12,26.4,47,1.7,2000,Summer,No Holiday,Yes,7,7,2018
5245,2018-07-07,1399,13,27.5,43,2.0,2000,Summer,No Holiday,Yes,7,7,2018
5246,2018-07-07,1430,14,28.3,43,1.6,1941,Summer,No Holiday,Yes,7,7,2018
5247,2018-07-07,1579,15,28.7,42,1.3,2000,Summer,No Holiday,Yes,7,7,2018
5248,2018-07-07,1764,16,28.9,44,1.6,1998,Summer,No Holiday,Yes,7,7,2018
5249,2018-07-07,2020,17,28.9,45,1.4,2000,Summer,No Holiday,Yes,7,7,2018
5250,2018-07-07,2238,18,27.8,48,1.2,2000,Summer,No Holiday,Yes,7,7,2018
5251,2018-07-07,2352,19,26.1,51,1.4,2000,Summer,No Holiday,Yes,7,7,2018
5252,2018-07-07,2232,20,24.6,51,1.7,2000,Summer,No Holiday,Yes,7,7,2018
5253,2018-07-07,2235,21,23.4,52,1.4,2000,Summer,No Holiday,Yes,7,7,2018
5254,2018-07-07,1921,22,22.6,51,1.7,2000,Summer,No Holiday,Yes,7,7,2018
5255,2018-07-07,1416,23,21.7,51,1.7,2000,Summer,No Holiday,Yes,7,7,2018
5256,2018-08-07,1208,0,20.7,51,1.7,2000,Summer,No Holiday,Yes,7,8,2018
5257,2018-08-07,946,1,19.9,52,1.6,2000,Summer,No Holiday,Yes,7,8,2018
